"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.985069422E1,-1.148554832E-1,9.930213928E0,1.818545163E-1
1.986037938E1,-1.196411327E-1,9.939785004E0,1.770688742E-1
1.987006532E1,-1.244267747E-1,9.944570541E0,1.914258152E-1
1.987974990E1,-1.339980662E-1,9.939785004E0,1.818545163E-1
1.988943417E1,-1.196411327E-1,9.939785004E0,1.722832322E-1
1.989911787E1,-1.244267747E-1,9.949356079E0,1.818545163E-1
1.990880230E1,-1.339980662E-1,9.925428391E0,1.818545163E-1
1.991848672E1,-1.292124242E-1,9.925428391E0,1.914258152E-1
1.992817204E1,-1.435693651E-1,9.930213928E0,1.866401732E-1
1.993785782E1,-1.100698411E-1,9.930213928E0,1.818545163E-1
1.994754386E1,-1.052841991E-1,9.925428391E0,1.818545163E-1
1.995722823E1,-1.100698411E-1,9.930213928E0,1.674975902E-1
1.996691391E1,-1.244267747E-1,9.944570541E0,1.722832322E-1
1.997659969E1,-1.339980662E-1,9.930213928E0,1.866401732E-1
1.998628407E1,-1.004985496E-1,9.934999466E0,1.818545163E-1
1.999596933E1,-1.148554832E-1,9.939785004E0,1.818545163E-1
2.000565386E1,-1.244267747E-1,9.944570541E0,1.818545163E-1
2.001533834E1,-1.292124242E-1,9.934999466E0,1.818545163E-1
2.002502167E1,-1.100698411E-1,9.925428391E0,1.627119333E-1
2.003470552E1,-1.100698411E-1,9.925428391E0,1.914258152E-1
2.004438881E1,-1.244267747E-1,9.930213928E0,1.866401732E-1
2.005407360E1,-1.292124242E-1,9.915857315E0,1.914258152E-1
2.006375724E1,-1.339980662E-1,9.930213928E0,1.722832322E-1
2.007344068E1,-1.196411327E-1,9.930213928E0,1.818545163E-1
2.008312485E1,-1.196411327E-1,9.930213928E0,1.770688742E-1
2.009281016E1,-1.100698411E-1,9.930213928E0,1.770688742E-1
2.010249480E1,-1.244267747E-1,9.915857315E0,1.770688742E-1
2.011217855E1,-1.148554832E-1,9.934999466E0,1.866401732E-1
2.012186402E1,-1.148554832E-1,9.949356079E0,1.674975902E-1
