"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.714494011E0,-9.973284721E0,4.307080805E-2,2.584248483E-1
3.724179896E0,-9.949356079E0,5.264209956E-2,7.178468257E-2
3.733865313E0,-9.978070259E0,5.264209956E-2,1.339980662E-1
3.743550730E0,-9.963713646E0,4.307080805E-2,9.571290761E-2
3.753236511E0,-9.968499184E0,3.828516230E-2,1.579262912E-1
3.762922188E0,-9.973284721E0,5.264209956E-2,1.148554832E-1
3.772605834E0,-9.978070259E0,4.307080805E-2,1.148554832E-1
3.782291563E0,-9.963713646E0,4.785645381E-2,1.339980662E-1
3.791977709E0,-9.978070259E0,3.828516230E-2,1.339980662E-1
3.801661876E0,-9.963713646E0,5.264209956E-2,1.435693651E-1
3.811345157E0,-9.968499184E0,3.828516230E-2,1.387837082E-1
3.821031251E0,-9.973284721E0,3.828516230E-2,1.339980662E-1
3.830715417E0,-9.954142570E0,4.307080805E-2,1.196411327E-1
3.840399896E0,-9.968499184E0,4.307080805E-2,1.339980662E-1
